Country,Year,CropName,Comments,Area,Production,Yield,Percentage Of Area Under Irrigation 
India,"Financial Year (Apr - Mar), 1950",Bajra,,9020.00,2600.00,288.00,3.45
India,"Financial Year (Apr - Mar), 1950",Cotton,,5880.00,516.80,88.00,8.22
India,"Financial Year (Apr - Mar), 1950",Foodgrains,,97320.00,50820.00,522.00,18.10
India,"Financial Year (Apr - Mar), 1950",Gram,,7570.00,3650.00,482.00,12.48
India,"Financial Year (Apr - Mar), 1950",Groundnut,,4490.00,3480.00,775.00,
India,"Financial Year (Apr - Mar), 1950",Jowar,,15570.00,5500.00,353.00,2.98
India,"Financial Year (Apr - Mar), 1950",Jute and Mesta,,570.00,595.80,1043.00,
India,"Financial Year (Apr - Mar), 1950",Maize,,3160.00,1730.00,547.00,11.35
India,"Financial Year (Apr - Mar), 1950",Nine Oilseeds,,10730.00,5160.00,481.00,
India,"Financial Year (Apr - Mar), 1950",Nutri/Coarse Cereals,,37670.00,15380.00,408.00,
India,"Financial Year (Apr - Mar), 1950",Potato,,240.00,1660.00,6917.00,
India,"Financial Year (Apr - Mar), 1950",Rapeseed & Mustard,,2070.00,760.00,368.00,
India,"Financial Year (Apr - Mar), 1950",Rice,,30810.00,20580.00,668.00,31.70
India,"Financial Year (Apr - Mar), 1950",Sugarcane,,1710.00,57050.00,33422.00,67.33
India,"Financial Year (Apr - Mar), 1950",Tobacco,,360.00,260.00,731.00,
India,"Financial Year (Apr - Mar), 1950",Total Pulses,,19090.00,8410.00,441.00,9.43
India,"Financial Year (Apr - Mar), 1950",Tur (Arhar),,2180.00,1720.00,789.00,0.49
India,"Financial Year (Apr - Mar), 1950",Wheat,,9750.00,6460.00,663.00,33.99
India,"Financial Year (Apr - Mar), 1951",Bajra,,9520.00,2350.00,246.00,3.82
India,"Financial Year (Apr - Mar), 1951",Cotton,,6560.00,557.60,85.00,9.05
India,"Financial Year (Apr - Mar), 1951",Foodgrains,,96960.00,51990.00,536.00,18.41
India,"Financial Year (Apr - Mar), 1951",Gram,,6830.00,3390.00,496.00,15.12
India,"Financial Year (Apr - Mar), 1951",Groundnut,,4920.00,3190.00,649.00,
India,"Financial Year (Apr - Mar), 1951",Jowar,,15940.00,6080.00,381.00,3.46
India,"Financial Year (Apr - Mar), 1951",Jute and Mesta,,790.00,849.60,1074.00,
India,"Financial Year (Apr - Mar), 1951",Maize,,3310.00,2080.00,628.00,16.42
India,"Financial Year (Apr - Mar), 1951",Nine Oilseeds,,11690.00,5030.00,430.00,
India,"Financial Year (Apr - Mar), 1951",Nutri/Coarse Cereals,,38880.00,16090.00,414.00,
India,"Financial Year (Apr - Mar), 1951",Potato,,250.00,1710.00,6848.00,
India,"Financial Year (Apr - Mar), 1951",Rapeseed & Mustard,,2400.00,940.00,393.00,
India,"Financial Year (Apr - Mar), 1951",Rice,,29830.00,21300.00,714.00,31.71
India,"Financial Year (Apr - Mar), 1951",Sugarcane,,1940.00,61630.00,31786.00,68.77
India,"Financial Year (Apr - Mar), 1951",Tobacco,,290.00,210.00,723.00,
India,"Financial Year (Apr - Mar), 1951",Total Pulses,,18780.00,8420.00,448.00,9.68
India,"Financial Year (Apr - Mar), 1951",Tur (Arhar),,2450.00,1830.00,747.00,0.52
India,"Financial Year (Apr - Mar), 1951",Wheat,,9470.00,6180.00,653.00,35.76
India,"Financial Year (Apr - Mar), 1952",Bajra,,10770.00,3190.00,296.00,3.33
India,"Financial Year (Apr - Mar), 1952",Cotton,,6360.00,567.80,89.00,8.49
India,"Financial Year (Apr - Mar), 1952",Foodgrains,,102090.00,59200.00,580.00,18.09
India,"Financial Year (Apr - Mar), 1952",Gram,,7260.00,4210.00,580.00,14.60
India,"Financial Year (Apr - Mar), 1952",Groundnut,,4800.00,2930.00,611.00,1.23
India,"Financial Year (Apr - Mar), 1952",Jowar,,17540.00,7360.00,420.00,3.06
India,"Financial Year (Apr - Mar), 1952",Jute and Mesta,,930.00,957.60,1028.00,
India,"Financial Year (Apr - Mar), 1952",Maize,,3610.00,2870.00,795.00,14.03
India,"Financial Year (Apr - Mar), 1952",Nine Oilseeds,,11180.00,4730.00,424.00,
India,"Financial Year (Apr - Mar), 1952",Nutri/Coarse Cereals,,42450.00,19610.00,462.00,
India,"Financial Year (Apr - Mar), 1952",Potato,,260.00,1990.00,7812.00,
India,"Financial Year (Apr - Mar), 1952",Rapeseed & Mustard,,2110.00,860.00,408.00,
India,"Financial Year (Apr - Mar), 1952",Rice,,29970.00,22900.00,764.00,32.30
India,"Financial Year (Apr - Mar), 1952",Sugarcane,,1730.00,51000.00,29495.00,66.29
India,"Financial Year (Apr - Mar), 1952",Tobacco,,360.00,250.00,675.00,9.71
India,"Financial Year (Apr - Mar), 1952",Total Pulses,,19840.00,9190.00,463.00,9.76
India,"Financial Year (Apr - Mar), 1952",Tur (Arhar),,2400.00,1700.00,708.00,0.64
India,"Financial Year (Apr - Mar), 1952",Wheat,,9830.00,7500.00,763.00,37.15
India,"Financial Year (Apr - Mar), 1953",Bajra,,12200.00,4550.00,373.00,3.11
India,"Financial Year (Apr - Mar), 1953",Cotton,,6990.00,702.10,100.00,8.40
India,"Financial Year (Apr - Mar), 1953",Foodgrains,,109070.00,69820.00,640.00,18.13
India,"Financial Year (Apr - Mar), 1953",Gram,,7970.00,4830.00,606.00,14.02
India,"Financial Year (Apr - Mar), 1953",Groundnut,,4250.00,3450.00,811.00,1.54
India,"Financial Year (Apr - Mar), 1953",Jowar,,17760.00,8080.00,455.00,3.09
India,"Financial Year (Apr - Mar), 1953",Jute and Mesta,,680.00,678.60,992.00,
India,"Financial Year (Apr - Mar), 1953",Maize,,3870.00,3040.00,786.00,11.50
India,"Financial Year (Apr - Mar), 1953",Nine Oilseeds,,10990.00,5370.00,488.00,
India,"Financial Year (Apr - Mar), 1953",Nutri/Coarse Cereals,,45370.00,22970.00,506.00,
India,"Financial Year (Apr - Mar), 1953",Potato,,260.00,1960.00,7611.00,
India,"Financial Year (Apr - Mar), 1953",Rapeseed & Mustard,,2240.00,870.00,389.00,
India,"Financial Year (Apr - Mar), 1953",Rice,,31290.00,28210.00,902.00,33.59
India,"Financial Year (Apr - Mar), 1953",Sugarcane,,1410.00,44410.00,31497.00,67.66
India,"Financial Year (Apr - Mar), 1953",Tobacco,,370.00,270.00,737.00,9.73
India,"Financial Year (Apr - Mar), 1953",Total Pulses,,21730.00,10620.00,489.00,9.24
India,"Financial Year (Apr - Mar), 1953",Tur (Arhar),,2400.00,1860.00,775.00,0.61
India,"Financial Year (Apr - Mar), 1953",Wheat,,10680.00,8020.00,750.00,36.16
India,"Financial Year (Apr - Mar), 1954",Bajra,,11370.00,3520.00,310.00,3.64
India,"Financial Year (Apr - Mar), 1954",Cotton,,7550.00,756.50,100.00,9.83
India,"Financial Year (Apr - Mar), 1954",Foodgrains,,107860.00,68030.00,631.00,18.42
India,"Financial Year (Apr - Mar), 1954",Gram,,9250.00,5620.00,608.00,12.76
India,"Financial Year (Apr - Mar), 1954",Groundnut,,5540.00,4250.00,766.00,1.67
India,"Financial Year (Apr - Mar), 1954",Jowar,,17460.00,9200.00,527.00,3.29
India,"Financial Year (Apr - Mar), 1954",Jute and Mesta,,680.00,694.80,1021.00,
India,"Financial Year (Apr - Mar), 1954",Maize,,3750.00,2980.00,795.00,14.59
India,"Financial Year (Apr - Mar), 1954",Nine Oilseeds,,12520.00,6400.00,511.00,
India,"Financial Year (Apr - Mar), 1954",Nutri/Coarse Cereals,,43920.00,22820.00,520.00,
India,"Financial Year (Apr - Mar), 1954",Potato,,270.00,1760.00,6632.00,
India,"Financial Year (Apr - Mar), 1954",Rapeseed & Mustard,,2440.00,1040.00,425.00,0.09
India,"Financial Year (Apr - Mar), 1954",Rice,,30770.00,25220.00,820.00,34.41
India,"Financial Year (Apr - Mar), 1954",Sugarcane,,1620.00,58740.00,36303.00,68.79
India,"Financial Year (Apr - Mar), 1954",Tobacco,,350.00,260.00,737.00,10.84
India,"Financial Year (Apr - Mar), 1954",Total Pulses,,21910.00,10950.00,500.00,8.80
India,"Financial Year (Apr - Mar), 1954",Tur (Arhar),,2400.00,1720.00,717.00,0.53
India,"Financial Year (Apr - Mar), 1954",Wheat,,11260.00,9040.00,803.00,35.00
India,"Financial Year (Apr - Mar), 1955",Bajra,,11340.00,3430.00,302.00,3.60
India,"Financial Year (Apr - Mar), 1955",Cotton,,8090.00,710.60,88.00,9.96
India,"Financial Year (Apr - Mar), 1955",Foodgrains,,110560.00,66850.00,605.00,18.53
India,"Financial Year (Apr - Mar), 1955",Gram,,9780.00,5420.00,554.00,12.10
India,"Financial Year (Apr - Mar), 1955",Groundnut,,5130.00,3860.00,752.00,1.70
India,"Financial Year (Apr - Mar), 1955",Jowar,,17360.00,6730.00,387.00,3.58
India,"Financial Year (Apr - Mar), 1955",Jute and Mesta,,940.00,970.20,1038.00,
India,"Financial Year (Apr - Mar), 1955",Maize,,3700.00,2600.00,703.00,11.76
India,"Financial Year (Apr - Mar), 1955",Nine Oilseeds,,12090.00,5730.00,474.00,
India,"Financial Year (Apr - Mar), 1955",Nutri/Coarse Cereals,,43450.00,19490.00,449.00,
India,"Financial Year (Apr - Mar), 1955",Potato,,280.00,1860.00,6639.00,
India,"Financial Year (Apr - Mar), 1955",Rapeseed & Mustard,,2560.00,860.00,336.00,10.39
India,"Financial Year (Apr - Mar), 1955",Rice,,31520.00,27560.00,874.00,34.88
India,"Financial Year (Apr - Mar), 1955",Sugarcane,,1850.00,60540.00,32779.00,67.19
India,"Financial Year (Apr - Mar), 1955",Tobacco,,410.00,300.00,739.00,16.87
India,"Financial Year (Apr - Mar), 1955",Total Pulses,,23220.00,11040.00,475.00,8.40
India,"Financial Year (Apr - Mar), 1955",Tur (Arhar),,2290.00,1860.00,812.00,0.43
India,"Financial Year (Apr - Mar), 1955",Wheat,,12370.00,8760.00,708.00,32.67
India,"Financial Year (Apr - Mar), 1956",Bajra,,11250.00,2870.00,255.00,3.06
India,"Financial Year (Apr - Mar), 1956",Cotton,,8020.00,836.40,104.00,11.03
India,"Financial Year (Apr - Mar), 1956",Foodgrains,,111140.00,69860.00,629.00,18.15
India,"Financial Year (Apr - Mar), 1956",Gram,,9670.00,6230.00,644.00,10.84
India,"Financial Year (Apr - Mar), 1956",Groundnut,,5530.00,4370.00,783.00,1.79
India,"Financial Year (Apr - Mar), 1956",Jowar,,16240.00,7330.00,451.00,3.40
India,"Financial Year (Apr - Mar), 1956",Jute and Mesta,,1070.00,1045.80,977.00,
India,"Financial Year (Apr - Mar), 1956",Maize,,3760.00,3080.00,819.00,13.12
India,"Financial Year (Apr - Mar), 1956",Nine Oilseeds,,12490.00,6360.00,509.00,
India,"Financial Year (Apr - Mar), 1956",Nutri/Coarse Cereals,,42020.00,19870.00,473.00,
India,"Financial Year (Apr - Mar), 1956",Potato,,290.00,1720.00,6028.00,
India,"Financial Year (Apr - Mar), 1956",Rapeseed & Mustard,,2540.00,1040.00,411.00,13.53
India,"Financial Year (Apr - Mar), 1956",Rice,,32280.00,29040.00,900.00,35.45
India,"Financial Year (Apr - Mar), 1956",Sugarcane,,2050.00,69050.00,33683.00,64.93
India,"Financial Year (Apr - Mar), 1956",Tobacco,,420.00,310.00,728.00,20.38
India,"Financial Year (Apr - Mar), 1956",Total Pulses,,23320.00,11550.00,495.00,7.30
India,"Financial Year (Apr - Mar), 1956",Tur (Arhar),,2290.00,1990.00,869.00,0.34
India,"Financial Year (Apr - Mar), 1956",Wheat,,13520.00,9400.00,695.00,29.37
India,"Financial Year (Apr - Mar), 1957",Bajra,,11170.00,3620.00,324.00,2.94
India,"Financial Year (Apr - Mar), 1957",Cotton,,8010.00,843.20,105.00,12.70
India,"Financial Year (Apr - Mar), 1957",Foodgrains,,109480.00,64310.00,587.00,19.28
India,"Financial Year (Apr - Mar), 1957",Gram,,9090.00,4890.00,538.00,12.46
India,"Financial Year (Apr - Mar), 1957",Groundnut,,6420.00,4710.00,734.00,2.85
India,"Financial Year (Apr - Mar), 1957",Jowar,,17310.00,8640.00,499.00,3.53
India,"Financial Year (Apr - Mar), 1957",Jute and Mesta,,1020.00,959.40,944.00,
India,"Financial Year (Apr - Mar), 1957",Maize,,4080.00,3150.00,772.00,13.39
India,"Financial Year (Apr - Mar), 1957",Nine Oilseeds,,12660.00,6350.00,502.00,
India,"Financial Year (Apr - Mar), 1957",Nutri/Coarse Cereals,,42910.00,21230.00,495.00,
India,"Financial Year (Apr - Mar), 1957",Potato,,320.00,2000.00,6243.00,
India,"Financial Year (Apr - Mar), 1957",Rapeseed & Mustard,,2410.00,930.00,387.00,12.96
India,"Financial Year (Apr - Mar), 1957",Rice,,32300.00,25530.00,790.00,36.38
India,"Financial Year (Apr - Mar), 1957",Sugarcane,,2070.00,71160.00,34325.00,65.19
India,"Financial Year (Apr - Mar), 1957",Tobacco,,360.00,240.00,669.00,22.50
India,"Financial Year (Apr - Mar), 1957",Total Pulses,,22540.00,9560.00,424.00,9.13
India,"Financial Year (Apr - Mar), 1957",Tur (Arhar),,2360.00,1480.00,627.00,0.51
India,"Financial Year (Apr - Mar), 1957",Wheat,,11730.00,7990.00,682.00,33.32
India,"Financial Year (Apr - Mar), 1958",Bajra,,11430.00,3870.00,338.00,3.02
India,"Financial Year (Apr - Mar), 1958",Cotton,,7960.00,829.60,104.00,12.53
India,"Financial Year (Apr - Mar), 1958",Foodgrains,,114760.00,77140.00,672.00,18.69
India,"Financial Year (Apr - Mar), 1958",Gram,,10080.00,7020.00,696.00,12.02
India,"Financial Year (Apr - Mar), 1958",Groundnut,,6250.00,5180.00,828.00,2.51
India,"Financial Year (Apr - Mar), 1958",Jowar,,17960.00,9030.00,503.00,3.46
India,"Financial Year (Apr - Mar), 1958",Jute and Mesta,,1100.00,1243.80,1130.00,
India,"Financial Year (Apr - Mar), 1958",Maize,,4270.00,3460.00,810.00,10.47
India,"Financial Year (Apr - Mar), 1958",Nine Oilseeds,,13000.00,7300.00,561.00,
India,"Financial Year (Apr - Mar), 1958",Nutri/Coarse Cereals,,44660.00,23180.00,519.00,
India,"Financial Year (Apr - Mar), 1958",Potato,,340.00,2350.00,6947.00,
India,"Financial Year (Apr - Mar), 1958",Rapeseed & Mustard,,2450.00,1040.00,426.00,13.02
India,"Financial Year (Apr - Mar), 1958",Rice,,33170.00,30850.00,930.00,36.29
India,"Financial Year (Apr - Mar), 1958",Sugarcane,,1950.00,73360.00,37658.00,67.40
India,"Financial Year (Apr - Mar), 1958",Tobacco,,380.00,320.00,836.00,21.00
India,"Financial Year (Apr - Mar), 1958",Total Pulses,,24310.00,13150.00,541.00,8.44
India,"Financial Year (Apr - Mar), 1958",Tur (Arhar),,2470.00,1700.00,688.00,0.53
India,"Financial Year (Apr - Mar), 1958",Wheat,,12620.00,9960.00,789.00,31.83
India,"Financial Year (Apr - Mar), 1959",Bajra,,10700.00,3490.00,327.00,2.76
India,"Financial Year (Apr - Mar), 1959",Cotton,,7300.00,625.60,86.00,12.86
India,"Financial Year (Apr - Mar), 1959",Foodgrains,,115820.00,76670.00,662.00,18.77
India,"Financial Year (Apr - Mar), 1959",Gram,,10330.00,5620.00,544.00,12.35
India,"Financial Year (Apr - Mar), 1959",Groundnut,,6440.00,4560.00,708.00,2.47
India,"Financial Year (Apr - Mar), 1959",Jowar,,17710.00,8580.00,484.00,3.61
India,"Financial Year (Apr - Mar), 1959",Jute and Mesta,,980.00,1024.20,1049.00,
India,"Financial Year (Apr - Mar), 1959",Maize,,4340.00,4070.00,938.00,9.94
India,"Financial Year (Apr - Mar), 1959",Nine Oilseeds,,13950.00,6560.00,470.00,
India,"Financial Year (Apr - Mar), 1959",Nutri/Coarse Cereals,,43790.00,22870.00,522.00,
India,"Financial Year (Apr - Mar), 1959",Potato,,360.00,2730.00,7550.00,
India,"Financial Year (Apr - Mar), 1959",Rapeseed & Mustard,,2910.00,1060.00,365.00,12.31
India,"Financial Year (Apr - Mar), 1959",Rice,,33820.00,31680.00,937.00,35.84
India,"Financial Year (Apr - Mar), 1959",Sugarcane,,2140.00,77820.00,36414.00,67.88
India,"Financial Year (Apr - Mar), 1959",Tobacco,,410.00,290.00,716.00,22.44
India,"Financial Year (Apr - Mar), 1959",Total Pulses,,24830.00,11800.00,475.00,8.47
India,"Financial Year (Apr - Mar), 1959",Tur (Arhar),,2430.00,1700.00,700.00,0.53
India,"Financial Year (Apr - Mar), 1959",Wheat,,13380.00,10320.00,772.00,31.84
India,"Financial Year (Apr - Mar), 1960",Bajra,,11470.00,3280.00,286.00,2.79
India,"Financial Year (Apr - Mar), 1960",Cotton,,7610.00,952.00,125.00,12.71
India,"Financial Year (Apr - Mar), 1960",Foodgrains,,115580.00,82020.00,710.00,19.09
India,"Financial Year (Apr - Mar), 1960",Gram,,9280.00,6250.00,673.00,11.94
India,"Financial Year (Apr - Mar), 1960",Groundnut,,6460.00,4810.00,745.00,3.02
India,"Financial Year (Apr - Mar), 1960",Jowar,,18410.00,9810.00,533.00,3.55
India,"Financial Year (Apr - Mar), 1960",Jute and Mesta,,900.00,946.80,1049.00,
India,"Financial Year (Apr - Mar), 1960",Maize,,4410.00,4080.00,925.00,12.63
India,"Financial Year (Apr - Mar), 1960",Nine Oilseeds,,13770.00,6980.00,507.00,
India,"Financial Year (Apr - Mar), 1960",Nutri/Coarse Cereals,,44960.00,23740.00,528.00,
India,"Financial Year (Apr - Mar), 1960",Potato,,380.00,2720.00,7251.00,
India,"Financial Year (Apr - Mar), 1960",Rapeseed & Mustard,,2880.00,1350.00,467.00,12.05
India,"Financial Year (Apr - Mar), 1960",Rice,,34130.00,34580.00,1013.00,36.77
India,"Financial Year (Apr - Mar), 1960",Sugarcane,,2420.00,110000.00,45549.00,69.26
India,"Financial Year (Apr - Mar), 1960",Tobacco,,400.00,310.00,766.00,21.95
India,"Financial Year (Apr - Mar), 1960",Total Pulses,,23560.00,12700.00,539.00,8.02
India,"Financial Year (Apr - Mar), 1960",Tur (Arhar),,2430.00,2070.00,852.00,0.49
India,"Financial Year (Apr - Mar), 1960",Wheat,,12930.00,11000.00,851.00,32.74
India,"Financial Year (Apr - Mar), 1961",Bajra,,11280.00,3650.00,323.00,2.59
India,"Financial Year (Apr - Mar), 1961",Cotton,,7980.00,824.50,103.00,13.00
India,"Financial Year (Apr - Mar), 1961",Foodgrains,,117230.00,82710.00,706.00,19.14
India,"Financial Year (Apr - Mar), 1961",Gram,,9570.00,5790.00,605.00,12.22
India,"Financial Year (Apr - Mar), 1961",Groundnut,,6890.00,4990.00,725.00,3.35
India,"Financial Year (Apr - Mar), 1961",Jowar,,18250.00,8030.00,440.00,3.69
India,"Financial Year (Apr - Mar), 1961",Jute and Mesta,,1340.00,1483.20,1104.00,
India,"Financial Year (Apr - Mar), 1961",Maize,,4510.00,4310.00,956.00,9.46
India,"Financial Year (Apr - Mar), 1961",Nine Oilseeds,,14770.00,7280.00,493.00,
India,"Financial Year (Apr - Mar), 1961",Nutri/Coarse Cereals,,44730.00,23220.00,519.00,
India,"Financial Year (Apr - Mar), 1961",Potato,,370.00,2450.00,6704.00,
India,"Financial Year (Apr - Mar), 1961",Rapeseed & Mustard,,3170.00,1350.00,425.00,13.18
India,"Financial Year (Apr - Mar), 1961",Rice,,34690.00,35660.00,1028.00,37.47
India,"Financial Year (Apr - Mar), 1961",Sugarcane,,2460.00,103970.00,42349.00,68.04
India,"Financial Year (Apr - Mar), 1961",Tobacco,,420.00,340.00,811.00,17.94
India,"Financial Year (Apr - Mar), 1961",Total Pulses,,24240.00,11760.00,485.00,8.08
India,"Financial Year (Apr - Mar), 1961",Tur (Arhar),,2450.00,1370.00,559.00,0.49
India,"Financial Year (Apr - Mar), 1961",Wheat,,13570.00,12070.00,890.00,31.89
India,"Financial Year (Apr - Mar), 1962",Bajra,,10960.00,3960.00,361.00,2.68
India,"Financial Year (Apr - Mar), 1962",Cotton,,7730.00,941.80,122.00,14.09
India,"Financial Year (Apr - Mar), 1962",Foodgrains,,117840.00,80150.00,680.00,19.80
India,"Financial Year (Apr - Mar), 1962",Gram,,9190.00,5360.00,583.00,13.72
India,"Financial Year (Apr - Mar), 1962",Groundnut,,7280.00,5060.00,695.00,2.64
India,"Financial Year (Apr - Mar), 1962",Jowar,,18410.00,9750.00,529.00,3.71
India,"Financial Year (Apr - Mar), 1962",Jute and Mesta,,1240.00,1294.20,1041.00,
India,"Financial Year (Apr - Mar), 1962",Maize,,4640.00,4610.00,994.00,11.45
India,"Financial Year (Apr - Mar), 1962",Nine Oilseeds,,15340.00,7390.00,482.00,
India,"Financial Year (Apr - Mar), 1962",Nutri/Coarse Cereals,,44290.00,24630.00,556.00,
India,"Financial Year (Apr - Mar), 1962",Potato,,410.00,3370.00,8152.00,
India,"Financial Year (Apr - Mar), 1962",Rapeseed & Mustard,,3130.00,1300.00,417.00,13.33
India,"Financial Year (Apr - Mar), 1962",Rice,,35690.00,33210.00,931.00,37.39
India,"Financial Year (Apr - Mar), 1962",Sugarcane,,2240.00,91910.00,40996.00,67.75
India,"Financial Year (Apr - Mar), 1962",Tobacco,,410.00,340.00,842.00,18.23
India,"Financial Year (Apr - Mar), 1962",Total Pulses,,24270.00,11530.00,475.00,8.91
India,"Financial Year (Apr - Mar), 1962",Tur (Arhar),,2450.00,1580.00,645.00,0.41
India,"Financial Year (Apr - Mar), 1962",Wheat,,13590.00,10780.00,793.00,33.80
India,"Financial Year (Apr - Mar), 1963",Bajra,,11100.00,3880.00,349.00,2.29
India,"Financial Year (Apr - Mar), 1963",Cotton,,8220.00,977.50,119.00,15.34
India,"Financial Year (Apr - Mar), 1963",Foodgrains,,117420.00,80640.00,687.00,19.83
India,"Financial Year (Apr - Mar), 1963",Gram,,9350.00,4500.00,481.00,13.65
India,"Financial Year (Apr - Mar), 1963",Groundnut,,6890.00,5300.00,769.00,3.03
India,"Financial Year (Apr - Mar), 1963",Jowar,,18380.00,9200.00,501.00,3.92
India,"Financial Year (Apr - Mar), 1963",Jute and Mesta,,1270.00,1436.40,1130.00,
India,"Financial Year (Apr - Mar), 1963",Maize,,4580.00,4560.00,995.00,11.40
India,"Financial Year (Apr - Mar), 1963",Nine Oilseeds,,14820.00,7130.00,481.00,
India,"Financial Year (Apr - Mar), 1963",Nutri/Coarse Cereals,,43930.00,23720.00,540.00,
India,"Financial Year (Apr - Mar), 1963",Potato,,420.00,2590.00,6249.00,
India,"Financial Year (Apr - Mar), 1963",Rapeseed & Mustard,,3050.00,920.00,300.00,16.08
India,"Financial Year (Apr - Mar), 1963",Rice,,35810.00,37000.00,1033.00,37.08
India,"Financial Year (Apr - Mar), 1963",Sugarcane,,2250.00,104230.00,46353.00,69.64
India,"Financial Year (Apr - Mar), 1963",Tobacco,,440.00,360.00,817.00,15.42
India,"Financial Year (Apr - Mar), 1963",Total Pulses,,24180.00,10070.00,416.00,8.86
India,"Financial Year (Apr - Mar), 1963",Tur (Arhar),,2520.00,1380.00,549.00,0.40
India,"Financial Year (Apr - Mar), 1963",Wheat,,13500.00,9850.00,730.00,34.94
India,"Financial Year (Apr - Mar), 1964",Bajra,,11830.00,4520.00,382.00,2.32
India,"Financial Year (Apr - Mar), 1964",Cotton,,8370.00,1021.70,122.00,15.46
India,"Financial Year (Apr - Mar), 1964",Foodgrains,,118110.00,89360.00,757.00,20.22
India,"Financial Year (Apr - Mar), 1964",Gram,,8870.00,5780.00,651.00,15.84
India,"Financial Year (Apr - Mar), 1964",Groundnut,,7380.00,6000.00,814.00,2.94
India,"Financial Year (Apr - Mar), 1964",Jowar,,18060.00,9680.00,536.00,3.77
India,"Financial Year (Apr - Mar), 1964",Jute and Mesta,,1210.00,1378.80,1136.00,
India,"Financial Year (Apr - Mar), 1964",Maize,,4620.00,4660.00,1010.00,12.09
India,"Financial Year (Apr - Mar), 1964",Nine Oilseeds,,15260.00,8560.00,561.00,
India,"Financial Year (Apr - Mar), 1964",Nutri/Coarse Cereals,,44350.00,25370.00,514.00,
India,"Financial Year (Apr - Mar), 1964",Potato,,430.00,3610.00,8395.00,
India,"Financial Year (Apr - Mar), 1964",Rapeseed & Mustard,,2910.00,1470.00,507.00,15.23
India,"Financial Year (Apr - Mar), 1964",Rice,,36460.00,39310.00,1078.00,37.28
India,"Financial Year (Apr - Mar), 1964",Sugarcane,,2600.00,121910.00,46838.00,71.52
India,"Financial Year (Apr - Mar), 1964",Tobacco,,410.00,360.00,876.00,16.95
India,"Financial Year (Apr - Mar), 1964",Total Pulses,,23880.00,12420.00,520.00,9.15
India,"Financial Year (Apr - Mar), 1964",Tur (Arhar),,2580.00,1890.00,733.00,0.55
India,"Financial Year (Apr - Mar), 1964",Wheat,,13420.00,12260.00,913.00,36.76
India,"Financial Year (Apr - Mar), 1965",Bajra,,11970.00,3750.00,314.00,2.76
India,"Financial Year (Apr - Mar), 1965",Cotton,,7960.00,824.50,104.00,15.90
India,"Financial Year (Apr - Mar), 1965",Foodgrains,,115100.00,72350.00,629.00,20.92
India,"Financial Year (Apr - Mar), 1965",Gram,,8020.00,4220.00,527.00,16.35
India,"Financial Year (Apr - Mar), 1965",Groundnut,,7700.00,4260.00,554.00,3.37
India,"Financial Year (Apr - Mar), 1965",Jowar,,17680.00,7580.00,429.00,4.05
India,"Financial Year (Apr - Mar), 1965",Jute and Mesta,,1110.00,1040.40,936.00,
India,"Financial Year (Apr - Mar), 1965",Maize,,4800.00,4820.00,1005.00,16.12
India,"Financial Year (Apr - Mar), 1965",Nine Oilseeds,,15250.00,6400.00,419.00,
India,"Financial Year (Apr - Mar), 1965",Nutri/Coarse Cereals,,44340.00,21420.00,483.00,
India,"Financial Year (Apr - Mar), 1965",Potato,,480.00,4080.00,8513.00,
India,"Financial Year (Apr - Mar), 1965",Rapeseed & Mustard,,2910.00,1300.00,446.00,15.78
India,"Financial Year (Apr - Mar), 1965",Rice,,35470.00,30590.00,862.00,36.53
India,"Financial Year (Apr - Mar), 1965",Sugarcane,,2840.00,123990.00,43717.00,71.14
India,"Financial Year (Apr - Mar), 1965",Tobacco,,380.00,290.00,778.00,16.94
India,"Financial Year (Apr - Mar), 1965",Total Pulses,,22720.00,9940.00,438.00,9.41
India,"Financial Year (Apr - Mar), 1965",Tur (Arhar),,2560.00,1730.00,678.00,0.39
India,"Financial Year (Apr - Mar), 1965",Wheat,,12570.00,10400.00,827.00,43.07
India,"Financial Year (Apr - Mar), 1966",Bajra,,12240.00,4470.00,365.00,3.12
India,"Financial Year (Apr - Mar), 1966",Cotton,,7840.00,895.90,114.00,16.09
India,"Financial Year (Apr - Mar), 1966",Foodgrains,,115300.00,74230.00,644.00,22.21
India,"Financial Year (Apr - Mar), 1966",Gram,,8000.00,3620.00,453.00,18.78
India,"Financial Year (Apr - Mar), 1966",Groundnut,,7300.00,4410.00,604.00,4.78
India,"Financial Year (Apr - Mar), 1966",Jowar,,18050.00,9220.00,511.00,3.95
India,"Financial Year (Apr - Mar), 1966",Jute and Mesta,,1120.00,1184.40,1058.00,
India,"Financial Year (Apr - Mar), 1966",Maize,,5070.00,4890.00,964.00,15.65
India,"Financial Year (Apr - Mar), 1966",Nine Oilseeds,,15000.00,6430.00,428.00,
India,"Financial Year (Apr - Mar), 1966",Nutri/Coarse Cereals,,45090.00,24050.00,533.00,
India,"Financial Year (Apr - Mar), 1966",Potato,,470.00,3520.00,7440.00,
India,"Financial Year (Apr - Mar), 1966",Rapeseed & Mustard,,3010.00,1230.00,408.00,20.28
India,"Financial Year (Apr - Mar), 1966",Rice,,35250.00,30440.00,864.00,37.95
India,"Financial Year (Apr - Mar), 1966",Sugarcane,,2300.00,92830.00,40336.00,70.98
India,"Financial Year (Apr - Mar), 1966",Tobacco,,420.00,350.00,834.00,17.06
