Country,Year,CropName,Comments,Area,Production,Yield,Percentage Of Area Under Irrigation 
India,"Financial Year (Apr - Mar), 1981",Rice,,40710.00,53250.00,1308.00,41.53
India,"Financial Year (Apr - Mar), 1981",Soybean,,480.00,350.00,741.00,
India,"Financial Year (Apr - Mar), 1981",Sugarcane,,3190.00,186360.00,58359.00,82.34
India,"Financial Year (Apr - Mar), 1981",Sunflower,,280.00,160.00,564.00,
India,"Financial Year (Apr - Mar), 1981",Tobacco,,440.00,520.00,1172.00,33.86
India,"Financial Year (Apr - Mar), 1981",Total Pulses,,23840.00,11510.00,483.00,8.50
India,"Financial Year (Apr - Mar), 1981",Tur (Arhar),,3000.00,2240.00,745.00,2.07
India,"Financial Year (Apr - Mar), 1981",Wheat,,22140.00,37450.00,1691.00,70.68
India,"Financial Year (Apr - Mar), 1982",Bajra,,10940.00,5130.00,469.00,5.96
India,"Financial Year (Apr - Mar), 1982",Cotton,,7870.00,1280.10,163.00,29.01
India,"Financial Year (Apr - Mar), 1982",Foodgrains,,125100.00,129520.00,1035.00,30.83
India,"Financial Year (Apr - Mar), 1982",Gram,,7400.00,5290.00,715.00,15.63
India,"Financial Year (Apr - Mar), 1982",Groundnut,,7220.00,5280.00,732.00,14.84
India,"Financial Year (Apr - Mar), 1982",Jowar,,16380.00,10750.00,657.00,4.27
India,"Financial Year (Apr - Mar), 1982",Jute and Mesta,,1020.00,1290.60,1265.00,
India,"Financial Year (Apr - Mar), 1982",Lentil (Masur),,1000.00,490.00,491.00,
India,"Financial Year (Apr - Mar), 1982",Maize,,5720.00,6550.00,1145.00,21.66
India,"Financial Year (Apr - Mar), 1982",Nine Oilseeds,,17760.00,10000.00,563.00,
India,"Financial Year (Apr - Mar), 1982",Nutri/Coarse Cereals,,40430.00,27750.00,685.00,
India,"Financial Year (Apr - Mar), 1982",Onion,,240.00,2430.00,10330.00,
India,"Financial Year (Apr - Mar), 1982",Potato,,740.00,9960.00,13549.00,
India,"Financial Year (Apr - Mar), 1982",Rapeseed & Mustard,,3830.00,2210.00,577.00,43.90
India,"Financial Year (Apr - Mar), 1982",Rice,,38260.00,47120.00,1232.00,41.96
India,"Financial Year (Apr - Mar), 1982",Soybean,,770.00,490.00,637.00,
India,"Financial Year (Apr - Mar), 1982",Sugarcane,,3360.00,189510.00,56441.00,80.54
India,"Financial Year (Apr - Mar), 1982",Sunflower,,460.00,230.00,497.00,
India,"Financial Year (Apr - Mar), 1982",Tobacco,,500.00,580.00,1157.00,29.64
India,"Financial Year (Apr - Mar), 1982",Total Pulses,,22830.00,11860.00,519.00,8.19
India,"Financial Year (Apr - Mar), 1982",Tur (Arhar),,2930.00,1990.00,680.00,2.37
India,"Financial Year (Apr - Mar), 1982",Wheat,,23570.00,42790.00,1816.00,72.53
India,"Financial Year (Apr - Mar), 1983",Bajra,,11830.00,7720.00,653.00,4.84
India,"Financial Year (Apr - Mar), 1983",Cotton,,7720.00,1086.30,141.00,29.93
India,"Financial Year (Apr - Mar), 1983",Foodgrains,,131160.00,152370.00,1162.00,30.93
India,"Financial Year (Apr - Mar), 1983",Gram,,7160.00,4750.00,663.00,14.54
India,"Financial Year (Apr - Mar), 1983",Groundnut,,7540.00,7090.00,940.00,16.04
India,"Financial Year (Apr - Mar), 1983",Jowar,,16430.00,11920.00,725.00,4.14
India,"Financial Year (Apr - Mar), 1983",Jute and Mesta,,1050.00,1389.60,1320.00,
India,"Financial Year (Apr - Mar), 1983",Lentil (Masur),,940.00,530.00,566.00,
India,"Financial Year (Apr - Mar), 1983",Maize,,5860.00,7920.00,1352.00,16.94
India,"Financial Year (Apr - Mar), 1983",Nine Oilseeds,,18690.00,12690.00,679.00,
India,"Financial Year (Apr - Mar), 1983",Nutri/Coarse Cereals,,41710.00,33900.00,813.00,
India,"Financial Year (Apr - Mar), 1983",Onion,,270.00,2700.00,9982.00,
India,"Financial Year (Apr - Mar), 1983",Potato,,790.00,12150.00,15299.00,
India,"Financial Year (Apr - Mar), 1983",Rapeseed & Mustard,,3870.00,2610.00,673.00,46.58
India,"Financial Year (Apr - Mar), 1983",Rice,,41240.00,60100.00,1457.00,42.70
India,"Financial Year (Apr - Mar), 1983",Soybean,,840.00,610.00,735.00,
India,"Financial Year (Apr - Mar), 1983",Sugarcane,,3110.00,174080.00,55978.00,80.33
India,"Financial Year (Apr - Mar), 1983",Sunflower,,700.00,300.00,431.00,
India,"Financial Year (Apr - Mar), 1983",Tobacco,,440.00,490.00,1120.00,34.05
India,"Financial Year (Apr - Mar), 1983",Total Pulses,,23540.00,12890.00,548.00,7.47
India,"Financial Year (Apr - Mar), 1983",Tur (Arhar),,3220.00,2580.00,801.00,3.03
India,"Financial Year (Apr - Mar), 1983",Wheat,,24670.00,45480.00,1843.00,73.00
India,"Financial Year (Apr - Mar), 1984",Bajra,,10620.00,6050.00,569.00,5.15
India,"Financial Year (Apr - Mar), 1984",Cotton,,7380.00,1446.70,196.00,28.48
India,"Financial Year (Apr - Mar), 1984",Foodgrains,,126670.00,145540.00,1149.00,31.88
India,"Financial Year (Apr - Mar), 1984",Gram,,6910.00,4560.00,661.00,14.85
India,"Financial Year (Apr - Mar), 1984",Groundnut,,7170.00,6440.00,898.00,16.05
India,"Financial Year (Apr - Mar), 1984",Jowar,,15940.00,11400.00,715.00,4.35
India,"Financial Year (Apr - Mar), 1984",Jute and Mesta,,1130.00,1402.20,1242.00,
India,"Financial Year (Apr - Mar), 1984",Lentil (Masur),,980.00,550.00,557.00,
India,"Financial Year (Apr - Mar), 1984",Maize,,5800.00,8440.00,1456.00,17.52
India,"Financial Year (Apr - Mar), 1984",Nine Oilseeds,,18920.00,12950.00,684.00,
India,"Financial Year (Apr - Mar), 1984",Nutri/Coarse Cereals,,39210.00,31170.00,795.00,
India,"Financial Year (Apr - Mar), 1984",Onion,,280.00,3100.00,11139.00,
India,"Financial Year (Apr - Mar), 1984",Potato,,850.00,12570.00,14806.00,
India,"Financial Year (Apr - Mar), 1984",Rapeseed & Mustard,,3990.00,3070.00,771.00,53.26
India,"Financial Year (Apr - Mar), 1984",Rice,,41160.00,58340.00,1417.00,43.72
India,"Financial Year (Apr - Mar), 1984",Soybean,,1240.00,950.00,768.00,
India,"Financial Year (Apr - Mar), 1984",Sugarcane,,2950.00,170320.00,57673.00,83.59
India,"Financial Year (Apr - Mar), 1984",Sunflower,,840.00,440.00,527.00,
India,"Financial Year (Apr - Mar), 1984",Tobacco,,440.00,490.00,1113.00,37.74
India,"Financial Year (Apr - Mar), 1984",Total Pulses,,22740.00,11960.00,526.00,7.86
India,"Financial Year (Apr - Mar), 1984",Tur (Arhar),,3160.00,2580.00,819.00,3.93
India,"Financial Year (Apr - Mar), 1984",Wheat,,23560.00,44070.00,1870.00,74.47
India,"Financial Year (Apr - Mar), 1985",Bajra,,10650.00,3660.00,344.00,5.10
India,"Financial Year (Apr - Mar), 1985",Cotton,,7530.00,1484.10,197.00,30.24
India,"Financial Year (Apr - Mar), 1985",Foodgrains,,128020.00,150440.00,1175.00,31.38
India,"Financial Year (Apr - Mar), 1985",Gram,,7800.00,5790.00,742.00,15.63
India,"Financial Year (Apr - Mar), 1985",Groundnut,,7120.00,5120.00,719.00,14.79
India,"Financial Year (Apr - Mar), 1985",Jowar,,16100.00,10200.00,633.00,4.50
India,"Financial Year (Apr - Mar), 1985",Jute and Mesta,,1500.00,2277.00,1524.00,
India,"Financial Year (Apr - Mar), 1985",Lentil (Masur),,1090.00,660.00,607.00,
India,"Financial Year (Apr - Mar), 1985",Maize,,5800.00,6640.00,1146.00,18.72
India,"Financial Year (Apr - Mar), 1985",Nine Oilseeds,,19020.00,10830.00,570.00,
India,"Financial Year (Apr - Mar), 1985",Nutri/Coarse Cereals,,39470.00,26200.00,664.00,
India,"Financial Year (Apr - Mar), 1985",Onion,,280.00,2860.00,10202.00,
India,"Financial Year (Apr - Mar), 1985",Potato,,840.00,10420.00,12364.00,
India,"Financial Year (Apr - Mar), 1985",Rapeseed & Mustard,,3980.00,2680.00,674.00,51.30
India,"Financial Year (Apr - Mar), 1985",Rice,,41140.00,63830.00,1552.00,42.86
India,"Financial Year (Apr - Mar), 1985",Soybean,,1340.00,1020.00,764.00,
India,"Financial Year (Apr - Mar), 1985",Sugarcane,,2850.00,170650.00,59889.00,84.51
India,"Financial Year (Apr - Mar), 1985",Sunflower,,750.00,280.00,374.00,
India,"Financial Year (Apr - Mar), 1985",Tobacco,,400.00,440.00,1111.00,39.90
India,"Financial Year (Apr - Mar), 1985",Total Pulses,,24420.00,13360.00,547.00,8.53
India,"Financial Year (Apr - Mar), 1985",Tur (Arhar),,3180.00,2440.00,767.00,4.25
India,"Financial Year (Apr - Mar), 1985",Wheat,,23000.00,47050.00,2046.00,74.61
India,"Financial Year (Apr - Mar), 1986",Bajra,,11270.00,4510.00,401.00,5.98
India,"Financial Year (Apr - Mar), 1986",Cotton,,6950.00,1174.70,169.00,31.11
India,"Financial Year (Apr - Mar), 1986",Foodgrains,,127200.00,143420.00,1128.00,32.64
India,"Financial Year (Apr - Mar), 1986",Gram,,6980.00,4530.00,649.00,19.43
India,"Financial Year (Apr - Mar), 1986",Groundnut,,6980.00,5880.00,841.00,15.10
India,"Financial Year (Apr - Mar), 1986",Jowar,,15950.00,9190.00,576.00,4.94
India,"Financial Year (Apr - Mar), 1986",Jute and Mesta,,1070.00,1551.60,1454.00,
India,"Financial Year (Apr - Mar), 1986",Lentil (Masur),,1090.00,660.00,607.00,
India,"Financial Year (Apr - Mar), 1986",Maize,,5920.00,7590.00,1282.00,21.19
India,"Financial Year (Apr - Mar), 1986",Nine Oilseeds,,18630.00,11270.00,605.00,
India,"Financial Year (Apr - Mar), 1986",Nutri/Coarse Cereals,,39740.00,26830.00,675.00,
India,"Financial Year (Apr - Mar), 1986",Onion,,260.00,2530.00,9659.00,
India,"Financial Year (Apr - Mar), 1986",Potato,,830.00,12740.00,15322.00,
India,"Financial Year (Apr - Mar), 1986",Rapeseed & Mustard,,3720.00,2600.00,700.00,51.77
India,"Financial Year (Apr - Mar), 1986",Rice,,41170.00,60560.00,1471.00,44.09
India,"Financial Year (Apr - Mar), 1986",Soybean,,1530.00,890.00,584.00,
India,"Financial Year (Apr - Mar), 1986",Sugarcane,,3080.00,186090.00,60444.00,85.38
India,"Financial Year (Apr - Mar), 1986",Sunflower,,1020.00,420.00,411.00,
India,"Financial Year (Apr - Mar), 1986",Tobacco,,390.00,460.00,1187.00,40.66
India,"Financial Year (Apr - Mar), 1986",Total Pulses,,23160.00,11710.00,506.00,9.63
India,"Financial Year (Apr - Mar), 1986",Tur (Arhar),,3150.00,2270.00,722.00,4.24
India,"Financial Year (Apr - Mar), 1986",Wheat,,23130.00,44320.00,1916.00,76.34
India,"Financial Year (Apr - Mar), 1987",Bajra,,8710.00,3300.00,378.00,8.37
India,"Financial Year (Apr - Mar), 1987",Cotton,,6460.00,1084.60,168.00,32.04
India,"Financial Year (Apr - Mar), 1987",Foodgrains,,119690.00,140350.00,1173.00,33.48
India,"Financial Year (Apr - Mar), 1987",Gram,,5770.00,3630.00,629.00,19.23
India,"Financial Year (Apr - Mar), 1987",Groundnut,,6840.00,5850.00,855.00,19.01
India,"Financial Year (Apr - Mar), 1987",Jowar,,16000.00,12200.00,762.00,4.93
India,"Financial Year (Apr - Mar), 1987",Jute and Mesta,,960.00,1220.40,1274.00,
India,"Financial Year (Apr - Mar), 1987",Lentil (Masur),,1040.00,660.00,635.00,
India,"Financial Year (Apr - Mar), 1987",Maize,,5560.00,5720.00,1029.00,21.22
India,"Financial Year (Apr - Mar), 1987",Nine Oilseeds,,20130.00,12650.00,629.00,
India,"Financial Year (Apr - Mar), 1987",Nutri/Coarse Cereals,,36550.00,26360.00,721.00,
India,"Financial Year (Apr - Mar), 1987",Onion,,270.00,2700.00,9857.00,
India,"Financial Year (Apr - Mar), 1987",Potato,,890.00,14050.00,15869.00,
India,"Financial Year (Apr - Mar), 1987",Rapeseed & Mustard,,4620.00,3450.00,748.00,54.71
India,"Financial Year (Apr - Mar), 1987",Rice,,38810.00,56860.00,1465.00,43.61
India,"Financial Year (Apr - Mar), 1987",Soybean,,1540.00,900.00,582.00,
India,"Financial Year (Apr - Mar), 1987",Sugarcane,,3280.00,196740.00,60006.00,85.62
India,"Financial Year (Apr - Mar), 1987",Sunflower,,1650.00,640.00,385.00,
India,"Financial Year (Apr - Mar), 1987",Tobacco,,320.00,370.00,1155.00,45.92
India,"Financial Year (Apr - Mar), 1987",Total Pulses,,21270.00,10960.00,515.00,9.41
India,"Financial Year (Apr - Mar), 1987",Tur (Arhar),,3330.00,2280.00,685.00,4.90
India,"Financial Year (Apr - Mar), 1987",Wheat,,23060.00,46170.00,2002.00,76.84
India,"Financial Year (Apr - Mar), 1988",Bajra,,12040.00,7780.00,646.00,5.26
India,"Financial Year (Apr - Mar), 1988",Cotton,,7340.00,1485.80,202.00,32.96
India,"Financial Year (Apr - Mar), 1988",Foodgrains,,127670.00,169920.00,1331.00,34.42
India,"Financial Year (Apr - Mar), 1988",Gram,,6810.00,5130.00,753.00,18.28
India,"Financial Year (Apr - Mar), 1988",Groundnut,,8530.00,9660.00,1132.00,18.59
India,"Financial Year (Apr - Mar), 1988",Jowar,,14600.00,10170.00,697.00,5.75
India,"Financial Year (Apr - Mar), 1988",Jute and Mesta,,920.00,1414.80,1540.00,
India,"Financial Year (Apr - Mar), 1988",Lentil (Masur),,1080.00,730.00,679.00,
India,"Financial Year (Apr - Mar), 1988",Maize,,5900.00,8230.00,1395.00,20.95
India,"Financial Year (Apr - Mar), 1988",Nine Oilseeds,,21900.00,18030.00,824.00,
India,"Financial Year (Apr - Mar), 1988",Nutri/Coarse Cereals,,38680.00,31470.00,814.00,
India,"Financial Year (Apr - Mar), 1988",Onion,,320.00,3350.00,10620.00,
India,"Financial Year (Apr - Mar), 1988",Potato,,930.00,14860.00,15929.00,
India,"Financial Year (Apr - Mar), 1988",Rapeseed & Mustard,,4830.00,4380.00,906.00,59.97
India,"Financial Year (Apr - Mar), 1988",Rice,,41730.00,70490.00,1689.00,45.79
India,"Financial Year (Apr - Mar), 1988",Soybean,,1730.00,1550.00,892.00,
India,"Financial Year (Apr - Mar), 1988",Sugarcane,,3330.00,203040.00,60992.00,86.18
India,"Financial Year (Apr - Mar), 1988",Sunflower,,1100.00,370.00,335.00,
India,"Financial Year (Apr - Mar), 1988",Tobacco,,380.00,490.00,1307.00,42.38
India,"Financial Year (Apr - Mar), 1988",Total Pulses,,23150.00,13850.00,598.00,9.34
India,"Financial Year (Apr - Mar), 1988",Tur (Arhar),,3490.00,2720.00,779.00,4.72
India,"Financial Year (Apr - Mar), 1988",Wheat,,24110.00,54110.00,2244.00,79.25
India,"Financial Year (Apr - Mar), 1989",Bajra,,10900.00,6650.00,610.00,6.28
India,"Financial Year (Apr - Mar), 1989",Cotton,,7690.00,1941.40,252.00,34.21
India,"Financial Year (Apr - Mar), 1989",Foodgrains,,126770.00,171040.00,1349.00,34.99
India,"Financial Year (Apr - Mar), 1989",Gram,,6470.00,4220.00,652.00,20.97
India,"Financial Year (Apr - Mar), 1989",Groundnut,,8710.00,8100.00,930.00,16.96
India,"Financial Year (Apr - Mar), 1989",Jowar,,14840.00,12900.00,869.00,6.30
India,"Financial Year (Apr - Mar), 1989",Jute and Mesta,,910.00,1492.20,1646.00,
India,"Financial Year (Apr - Mar), 1989",Lentil (Masur),,1110.00,710.00,635.00,
India,"Financial Year (Apr - Mar), 1989",Maize,,5920.00,9650.00,1632.00,20.75
India,"Financial Year (Apr - Mar), 1989",Nine Oilseeds,,22800.00,16920.00,742.00,
India,"Financial Year (Apr - Mar), 1989",Nutri/Coarse Cereals,,37690.00,34760.00,922.00,
India,"Financial Year (Apr - Mar), 1989",Onion,,300.00,3070.00,10176.00,
India,"Financial Year (Apr - Mar), 1989",Potato,,940.00,14770.00,15714.00,
India,"Financial Year (Apr - Mar), 1989",Rapeseed & Mustard,,4970.00,4130.00,831.00,61.62
India,"Financial Year (Apr - Mar), 1989",Rice,,42170.00,73570.00,1745.00,46.09
India,"Financial Year (Apr - Mar), 1989",Soybean,,2250.00,1810.00,801.00,
India,"Financial Year (Apr - Mar), 1989",Sugarcane,,3440.00,225570.00,65612.00,86.93
India,"Financial Year (Apr - Mar), 1989",Sunflower,,1190.00,630.00,529.00,
India,"Financial Year (Apr - Mar), 1989",Tobacco,,410.00,550.00,1335.00,43.18
India,"Financial Year (Apr - Mar), 1989",Total Pulses,,23410.00,12860.00,549.00,9.99
India,"Financial Year (Apr - Mar), 1989",Tur (Arhar),,3600.00,2750.00,763.00,5.06
India,"Financial Year (Apr - Mar), 1989",Wheat,,23500.00,49850.00,2121.00,80.27
India,"Financial Year (Apr - Mar), 1990",Bajra,,10480.00,6890.00,658.00,5.10
India,"Financial Year (Apr - Mar), 1990",Cotton,,7440.00,1672.80,225.00,32.94
India,"Financial Year (Apr - Mar), 1990",Foodgrains,,127840.00,176390.00,1380.00,35.07
India,"Financial Year (Apr - Mar), 1990",Gram,,7520.00,5360.00,712.00,20.50
India,"Financial Year (Apr - Mar), 1990",Groundnut,,8310.00,7510.00,904.00,18.63
India,"Financial Year (Apr - Mar), 1990",Jowar,,14360.00,11680.00,814.00,5.62
India,"Financial Year (Apr - Mar), 1990",Jute and Mesta,,1020.00,1661.40,1634.00,
India,"Financial Year (Apr - Mar), 1990",Lentil (Masur),,1190.00,850.00,717.00,
India,"Financial Year (Apr - Mar), 1990",Maize,,5900.00,8960.00,1518.00,19.72
India,"Financial Year (Apr - Mar), 1990",Nine Oilseeds,,24150.00,18610.00,771.00,
India,"Financial Year (Apr - Mar), 1990",Nutri/Coarse Cereals,,36320.00,32700.00,900.00,
India,"Financial Year (Apr - Mar), 1990",Onion,,300.00,3230.00,10686.00,
India,"Financial Year (Apr - Mar), 1990",Potato,,940.00,15210.00,16254.00,
India,"Financial Year (Apr - Mar), 1990",Rapeseed & Mustard,,5780.00,5230.00,904.00,59.82
India,"Financial Year (Apr - Mar), 1990",Rice,,42690.00,74290.00,1740.00,45.55
India,"Financial Year (Apr - Mar), 1990",Soybean,,2560.00,2600.00,1015.00,
India,"Financial Year (Apr - Mar), 1990",Sugarcane,,3690.00,241050.00,65395.00,86.97
India,"Financial Year (Apr - Mar), 1990",Sunflower,,1630.00,870.00,535.00,
India,"Financial Year (Apr - Mar), 1990",Tobacco,,410.00,560.00,1353.00,43.36
India,"Financial Year (Apr - Mar), 1990",Total Pulses,,24660.00,14260.00,578.00,10.48
India,"Financial Year (Apr - Mar), 1990",Tur (Arhar),,3590.00,2410.00,673.00,5.50
India,"Financial Year (Apr - Mar), 1990",Wheat,,24170.00,55140.00,2281.00,81.14
India,"Financial Year (Apr - Mar), 1991",Bajra,,10030.00,4670.00,465.00,6.50
India,"Financial Year (Apr - Mar), 1991",Coconut,,1529.00,10080.00,6593.00,
India,"Financial Year (Apr - Mar), 1991",Cotton,,7660.00,1650.70,216.00,33.33
India,"Financial Year (Apr - Mar), 1991",Foodgrains,,121870.00,168380.00,1382.00,37.37
India,"Financial Year (Apr - Mar), 1991",Gram,,5580.00,4120.00,739.00,24.23
India,"Financial Year (Apr - Mar), 1991",Groundnut,,8670.00,7090.00,818.00,19.14
India,"Financial Year (Apr - Mar), 1991",Jowar,,12360.00,8100.00,655.00,6.51
India,"Financial Year (Apr - Mar), 1991",Jute and Mesta,,1110.00,1852.20,1662.00,
India,"Financial Year (Apr - Mar), 1991",Lentil (Masur),,1190.00,800.00,674.00,
India,"Financial Year (Apr - Mar), 1991",Maize,,5860.00,8060.00,1376.00,22.47
India,"Financial Year (Apr - Mar), 1991",Nine Oilseeds,,25890.00,18600.00,719.00,
India,"Financial Year (Apr - Mar), 1991",Nutri/Coarse Cereals,,33420.00,25990.00,778.00,
India,"Financial Year (Apr - Mar), 1991",Onion,,320.00,3580.00,11088.00,
India,"Financial Year (Apr - Mar), 1991",Potato,,1030.00,16390.00,15904.00,
India,"Financial Year (Apr - Mar), 1991",Rapeseed & Mustard,,6550.00,5860.00,895.00,63.87
India,"Financial Year (Apr - Mar), 1991",Rice,,42650.00,74680.00,1751.00,47.30
India,"Financial Year (Apr - Mar), 1991",Soybean,,3180.00,2490.00,782.00,
India,"Financial Year (Apr - Mar), 1991",Sugarcane,,3840.00,254000.00,66069.00,88.01
India,"Financial Year (Apr - Mar), 1991",Sunflower,,2110.00,1190.00,565.00,
India,"Financial Year (Apr - Mar), 1991",Tobacco,,430.00,580.00,1369.00,38.95
India,"Financial Year (Apr - Mar), 1991",Total Pulses,,22540.00,12020.00,533.00,10.69
India,"Financial Year (Apr - Mar), 1991",Tur (Arhar),,3630.00,2130.00,588.00,5.17
India,"Financial Year (Apr - Mar), 1991",Wheat,,23260.00,55690.00,2394.00,83.68
India,"Financial Year (Apr - Mar), 1992",Bajra,,10620.00,8880.00,836.00,5.80
India,"Financial Year (Apr - Mar), 1992",Cotton,,7540.00,1938.00,257.00,34.61
India,"Financial Year (Apr - Mar), 1992",Foodgrains,,123150.00,179480.00,1457.00,37.42
India,"Financial Year (Apr - Mar), 1992",Gram,,6450.00,4420.00,684.00,21.98
India,"Financial Year (Apr - Mar), 1992",Groundnut,,8170.00,8560.00,1049.00,19.71
India,"Financial Year (Apr - Mar), 1992",Jowar,,13040.00,12810.00,982.00,6.13
India,"Financial Year (Apr - Mar), 1992",Jute and Mesta,,930.00,1546.20,1658.00,
India,"Financial Year (Apr - Mar), 1992",Lentil (Masur),,1200.00,790.00,657.00,
India,"Financial Year (Apr - Mar), 1992",Maize,,5960.00,9990.00,1676.00,21.46
India,"Financial Year (Apr - Mar), 1992",Nine Oilseeds,,25240.00,20110.00,797.00,
India,"Financial Year (Apr - Mar), 1992",Nutri/Coarse Cereals,,34420.00,36590.00,1063.00,
India,"Financial Year (Apr - Mar), 1992",Onion,,320.00,3490.00,10791.00,
India,"Financial Year (Apr - Mar), 1992",Potato,,1050.00,15230.00,14458.00,
India,"Financial Year (Apr - Mar), 1992",Rapeseed & Mustard,,6190.00,4800.00,776.00,60.05
India,"Financial Year (Apr - Mar), 1992",Rice,,41780.00,72860.00,1744.00,48.02
India,"Financial Year (Apr - Mar), 1992",Soybean,,3790.00,3390.00,894.00,
India,"Financial Year (Apr - Mar), 1992",Sugarcane,,3570.00,228030.00,63843.00,88.27
India,"Financial Year (Apr - Mar), 1992",Sunflower,,2090.00,1180.00,567.00,
India,"Financial Year (Apr - Mar), 1992",Tobacco,,420.00,600.00,1425.00,40.44
India,"Financial Year (Apr - Mar), 1992",Total Pulses,,22360.00,12820.00,573.00,10.46
India,"Financial Year (Apr - Mar), 1992",Tur (Arhar),,3580.00,2330.00,652.00,4.89
India,"Financial Year (Apr - Mar), 1992",Wheat,,24590.00,57210.00,2327.00,84.24
India,"Financial Year (Apr - Mar), 1993",Bajra,,9550.00,4970.00,521.00,6.58
India,"Financial Year (Apr - Mar), 1993",Cotton,,7320.00,1825.80,249.00,34.69
India,"Financial Year (Apr - Mar), 1993",Foodgrains,,122750.00,184260.00,1501.00,38.66
India,"Financial Year (Apr - Mar), 1993",Gram,,6360.00,4980.00,783.00,24.03
India,"Financial Year (Apr - Mar), 1993",Groundnut,,8320.00,7830.00,941.00,19.39
India,"Financial Year (Apr - Mar), 1993",Jowar,,12710.00,11410.00,895.00,6.17
India,"Financial Year (Apr - Mar), 1993",Jute and Mesta,,890.00,1517.40,1713.00,
India,"Financial Year (Apr - Mar), 1993",Lentil (Masur),,1180.00,750.00,632.00,
India,"Financial Year (Apr - Mar), 1993",Maize,,6000.00,9600.00,1602.00,22.44
India,"Financial Year (Apr - Mar), 1993",Nine Oilseeds,,26900.00,21500.00,799.00,
India,"Financial Year (Apr - Mar), 1993",Nutri/Coarse Cereals,,32820.00,30820.00,939.00,
India,"Financial Year (Apr - Mar), 1993",Onion,,370.00,4010.00,10902.00,
India,"Financial Year (Apr - Mar), 1993",Potato,,1050.00,17390.00,16610.00,
India,"Financial Year (Apr - Mar), 1993",Rapeseed & Mustard,,6290.00,5330.00,847.00,59.34
India,"Financial Year (Apr - Mar), 1993",Rice,,42540.00,80300.00,1888.00,48.60
India,"Financial Year (Apr - Mar), 1993",Soybean,,4370.00,4750.00,1086.00,
India,"Financial Year (Apr - Mar), 1993",Sugarcane,,3420.00,229660.00,67120.00,88.76
India,"Financial Year (Apr - Mar), 1993",Sunflower,,2670.00,1350.00,505.00,
India,"Financial Year (Apr - Mar), 1993",Tobacco,,380.00,560.00,1463.00,43.46
India,"Financial Year (Apr - Mar), 1993",Total Pulses,,22250.00,13300.00,598.00,11.30
India,"Financial Year (Apr - Mar), 1993",Tur (Arhar),,3530.00,2690.00,762.00,5.07
India,"Financial Year (Apr - Mar), 1993",Wheat,,25150.00,59840.00,2380.00,84.77
India,"Financial Year (Apr - Mar), 1994",Bajra,,10220.00,7160.00,700.00,5.50
India,"Financial Year (Apr - Mar), 1994",Cotton,,7870.00,2021.30,257.00,34.18
India,"Financial Year (Apr - Mar), 1994",Foodgrains,,123860.00,191500.00,1546.00,39.61
India,"Financial Year (Apr - Mar), 1994",Gram,,7540.00,6440.00,853.00,25.39
India,"Financial Year (Apr - Mar), 1994",Groundnut,,7850.00,8060.00,1027.00,19.82
India,"Financial Year (Apr - Mar), 1994",Jowar,,11510.00,8970.00,779.00,6.62
India,"Financial Year (Apr - Mar), 1994",Jute and Mesta,,930.00,1634.40,1760.00,
India,"Financial Year (Apr - Mar), 1994",Lentil (Masur),,1160.00,780.00,678.00,
India,"Financial Year (Apr - Mar), 1994",Maize,,6140.00,8880.00,1570.00,20.59
India,"Financial Year (Apr - Mar), 1994",Nine Oilseeds,,25300.00,21340.00,843.00,
India,"Financial Year (Apr - Mar), 1994",Nutri/Coarse Cereals,,32170.00,29880.00,929.00,
India,"Financial Year (Apr - Mar), 1994",Onion,,380.00,4040.00,10661.00,
India,"Financial Year (Apr - Mar), 1994",Potato,,1070.00,17400.00,16262.00,
India,"Financial Year (Apr - Mar), 1994",Rapeseed & Mustard,,6010.00,5760.00,958.00,62.77
India,"Financial Year (Apr - Mar), 1994",Rice,,42810.00,81810.00,1911.00,49.87
India,"Financial Year (Apr - Mar), 1994",Soybean,,4320.00,3930.00,911.00,
India,"Financial Year (Apr - Mar), 1994",Sugarcane,,3870.00,275540.00,71254.00,85.39
India,"Financial Year (Apr - Mar), 1994",Sunflower,,2000.00,1220.00,610.00,
India,"Financial Year (Apr - Mar), 1994",Tobacco,,380.00,570.00,1486.00,45.34
India,"Financial Year (Apr - Mar), 1994",Total Pulses,,23030.00,14040.00,610.00,12.72
India,"Financial Year (Apr - Mar), 1994",Tur (Arhar),,3310.00,2140.00,644.00,5.51
India,"Financial Year (Apr - Mar), 1994",Wheat,,25700.00,65770.00,2559.00,85.12
India,"Financial Year (Apr - Mar), 1995",Bajra,,9320.00,5380.00,577.00,6.23
India,"Financial Year (Apr - Mar), 1995",Cotton,,9040.00,2186.20,242.00,34.97
India,"Financial Year (Apr - Mar), 1995",Foodgrains,,121010.00,180420.00,1491.00,40.13
India,"Financial Year (Apr - Mar), 1995",Gram,,7120.00,4980.00,700.00,26.01
India,"Financial Year (Apr - Mar), 1995",Groundnut,,7520.00,7580.00,1007.00,18.11
India,"Financial Year (Apr - Mar), 1995",Jowar,,11330.00,9330.00,823.00,6.80
India,"Financial Year (Apr - Mar), 1995",Jute and Mesta,,930.00,1585.80,1712.00,
India,"Financial Year (Apr - Mar), 1995",Lentil (Masur),,1260.00,710.00,569.00,
India,"Financial Year (Apr - Mar), 1995",Maize,,5980.00,9530.00,1595.00,22.63
India,"Financial Year (Apr - Mar), 1995",Nine Oilseeds,,25960.00,22110.00,851.00,
